,customerid,churn_probability,Classification
6145,5010-IPEAQ,0.0,Non-risky
6146,4009-ALQFH,0.99,High-risky
6147,6383-ZTSIW,0.09,Non-risky
6148,8990-YOZLV,0.0,Non-risky
6149,3069-SSVSN,0.52,Risky
6150,5222-IMUKT,0.97,High-risky
6151,3627-FCRDW,1.0,High-risky
6152,7562-GSUHK,1.0,High-risky
6153,6685-XSHHU,0.0,Non-risky
6154,8901-UPRHR,0.12,Non-risky
6155,4903-UYAVB,0.09,Non-risky
6156,0118-JPNOY,0.75,Risky
6157,6776-TLWOI,0.01,Non-risky
6158,3845-FXCYS,0.29,Non-risky
6159,5857-XRECV,0.12,Non-risky
6160,0725-CXOTM,0.39,Non-risky
6161,4343-EJVQB,0.94,High-risky
6162,9000-PLFUZ,0.11,Non-risky
6163,3427-GGZZI,0.94,High-risky
6164,7779-ORAEL,0.03,Non-risky
6165,0644-OQMDK,1.0,High-risky
6166,4077-CROMM,0.96,High-risky
6167,3154-CFSZG,0.54,Risky
6168,2868-MZAGQ,1.0,High-risky
6169,4847-QNOKA,0.98,High-risky
6170,2220-IAHLS,0.21,Non-risky
6171,1658-XUHBX,0.59,Risky
6172,6379-RXJRQ,1.0,High-risky
6173,2378-HTWFW,0.73,Risky
6174,8650-RHRKE,0.98,High-risky
6175,4377-VDHYI,0.08,Non-risky
6176,0475-RIJEP,0.52,Risky
6177,1260-TTRXI,0.98,High-risky
6178,3719-TDVQB,0.0,Non-risky
6179,6328-ZPBGN,1.0,High-risky
6180,0201-MIBOL,0.07,Non-risky
6181,4937-QPZPO,0.47,Non-risky
6182,2925-VDZHY,0.0,Non-risky
6183,6981-TDRFT,0.03,Non-risky
6184,3413-CSSTH,0.19,Non-risky
6185,8033-VCZGH,0.65,Risky
6186,4789-KWMXN,0.66,Risky
6187,0224-NIJLP,0.0,Non-risky
6188,7542-CYDDM,0.0,Non-risky
6189,4718-WXBGI,0.0,Non-risky
6190,2867-UIMSS,1.0,High-risky
6191,8495-PRWFH,0.3,Non-risky
6192,0439-IFYUN,0.99,High-risky
6193,5716-LIBJC,0.63,Risky
6194,2868-LLSKM,0.01,Non-risky
6195,8111-RKSPX,1.0,High-risky
6196,2988-QRAJY,0.11,Non-risky
6197,1585-MQSSU,0.35,Non-risky
6198,0071-NDAFP,0.0,Non-risky
6199,2856-NNASM,0.58,Risky
6200,7328-ZJAJO,0.0,Non-risky
6201,6458-CYIDZ,0.94,High-risky
6202,8559-CIZFV,0.11,Non-risky
6203,1090-PYKCI,0.0,Non-risky
6204,3058-WQDRE,0.66,Risky
6205,7547-EKNFS,0.78,Risky
6206,2279-AXJJK,0.24,Non-risky
6207,6769-DYBQN,0.54,Risky
6208,0909-SELIE,0.01,Non-risky
6209,3417-TSCIC,0.21,Non-risky
6210,1042-HFUCW,0.2,Non-risky
6211,4439-JMPMT,1.0,High-risky
6212,6537-OTKMY,0.46,Non-risky
6213,8999-EXMNO,0.0,Non-risky
6214,6725-TPKJO,0.0,Non-risky
6215,2446-BEGGB,1.0,High-risky
6216,7162-WPHPM,0.01,Non-risky
6217,1599-MMYRQ,0.04,Non-risky
6218,8821-KVZKQ,0.02,Non-risky
6219,1496-GGSUK,1.0,High-risky
6220,6434-TTGJP,0.0,Non-risky
6221,0042-JVWOJ,0.0,Non-risky
6222,0130-SXOUN,0.26,Non-risky
6223,2575-GFSOE,0.99,High-risky
6224,2330-PQGDQ,0.01,Non-risky
6225,1452-UZOSF,0.0,Non-risky
6226,2097-YVPKN,0.0,Non-risky
6227,2842-JTCCU,0.96,High-risky
6228,8597-CTXVJ,0.0,Non-risky
6229,6631-HMANX,0.0,Non-risky
6230,9962-BFPDU,0.72,Risky
6231,3296-SILRA,0.98,High-risky
6232,9681-OXGVC,1.0,High-risky
6233,6394-HHHZM,0.04,Non-risky
6234,5995-LFTLE,0.0,Non-risky
6235,5180-UCIIQ,0.82,High-risky
6236,1932-UEDCX,0.25,Non-risky
6237,7153-OANIO,1.0,High-risky
6238,5188-HGMLP,0.19,Non-risky
6239,0665-XHDJU,0.06,Non-risky
6240,6521-YYTYI,1.0,High-risky
6241,8878-HMWBV,0.99,High-risky
6242,8265-HKSOW,0.0,Non-risky
6243,3544-FBCAS,0.0,Non-risky
6244,5331-RGMTT,0.96,High-risky
6245,4759-PXTAN,0.07,Non-risky
6246,7054-DMVAS,0.01,Non-risky
6247,3428-MMGUB,0.2,Non-risky
6248,6549-BTYPG,0.01,Non-risky
6249,7823-JSOAG,1.0,High-risky
6250,3705-RHRFR,0.02,Non-risky
6251,9374-YOLBJ,0.11,Non-risky
6252,9074-KGVOX,0.08,Non-risky
6253,6128-DAFVY,0.51,Risky
6254,9933-QRGTX,0.03,Non-risky
6255,4476-OSWTN,0.02,Non-risky
6256,3751-KTZEL,0.82,High-risky
6257,1977-STDKI,1.0,High-risky
6258,5066-GFJMM,0.01,Non-risky
6259,2661-GKBTK,0.01,Non-risky
6260,0458-HEUZG,0.24,Non-risky
6261,7268-WNTCP,0.0,Non-risky
6262,0824-VWDPO,0.22,Non-risky
6263,8409-WQJUX,0.04,Non-risky
6264,2578-JQPHZ,0.12,Non-risky
6265,3278-FSIXX,0.95,High-risky
6266,5813-UECBU,0.85,High-risky
6267,0328-GRPMV,1.0,High-risky
6268,9746-UGFAC,0.0,Non-risky
6269,2946-KIQSP,0.16,Non-risky
6270,0625-AFOHS,0.0,Non-risky
6271,6726-WEXXK,0.07,Non-risky
6272,4636-OLWOE,0.04,Non-risky
6273,4342-HENTK,1.0,High-risky
6274,4685-ERGHK,0.45,Non-risky
6275,0885-HMGPY,0.0,Non-risky
6276,5003-OKNNK,0.01,Non-risky
6277,4195-SMMNX,0.1,Non-risky
6278,7208-PSIHR,0.02,Non-risky
6279,4012-ZTHBR,0.27,Non-risky
6280,0489-WMEMG,0.17,Non-risky
6281,7435-ZNUYY,0.01,Non-risky
6282,1354-YZFNB,0.0,Non-risky
6283,6956-SMUCM,0.96,High-risky
6284,2985-FMWYF,0.85,High-risky
6285,2812-ENYMO,0.05,Non-risky
6286,2717-HVIZY,0.01,Non-risky
6287,3223-WZWJM,0.94,High-risky
6288,3422-GALYP,1.0,High-risky
6289,9053-JZFKV,0.79,Risky
6290,2530-ENDWQ,0.12,Non-risky
6291,2890-WFBHU,0.45,Non-risky
6292,0327-WFZSY,0.61,Risky
6293,7977-HXJKU,0.0,Non-risky
6294,6615-ZGEDR,1.0,High-risky
6295,7033-CLAMM,0.0,Non-risky
6296,4023-RTIQM,0.24,Non-risky
6297,0864-FVJNJ,0.02,Non-risky
6298,7356-IWLFW,0.56,Risky
6299,9541-PWTWO,0.01,Non-risky
6300,3967-VQOGC,0.0,Non-risky
6301,7872-RDDLZ,0.29,Non-risky
6302,9250-WYPLL,0.99,High-risky
6303,6308-CQRBU,0.26,Non-risky
6304,2754-XBHTB,1.0,High-risky
6305,1597-LHYNC,0.96,High-risky
6306,0186-CAERR,0.66,Risky
6307,3043-SUDUA,0.01,Non-risky
6308,5442-BHQNG,0.99,High-risky
6309,2169-RRLFW,0.0,Non-risky
6310,5872-OEQNH,0.1,Non-risky
6311,3162-KKZXO,0.69,Risky
6312,7055-VKGDA,0.75,Risky
6313,0754-UKWQP,1.0,High-risky
6314,8873-GLDMH,1.0,High-risky
6315,5696-JVVQY,0.02,Non-risky
6316,8946-BFWSG,0.0,Non-risky
6317,7493-TPUWZ,1.0,High-risky
6318,0547-HURJB,0.1,Non-risky
6319,8904-OPDCK,0.1,Non-risky
6320,8845-LWKGE,0.18,Non-risky
6321,1577-HKTFG,0.06,Non-risky
6322,8752-STIVR,1.0,High-risky
6323,0691-NIKRI,0.76,Risky
6324,5022-JNQEQ,0.99,High-risky
6325,4558-FANTW,0.65,Risky
6326,3249-VHRIP,0.03,Non-risky
6327,3736-BLEPA,0.09,Non-risky
6328,4701-LKOZD,0.07,Non-risky
6329,6603-QWSPR,0.33,Non-risky
6330,9921-QFQUL,0.78,Risky
6331,1929-ZCBHE,0.01,Non-risky
6332,4378-MYPGO,0.02,Non-risky
6333,8651-ENBZX,0.98,High-risky
6334,4129-LYCOI,0.07,Non-risky
6335,7798-JVXYM,0.99,High-risky
6336,8647-SDTWQ,0.65,Risky
6337,2696-ECXKC,0.1,Non-risky
6338,2081-KJSQF,0.97,High-risky
6339,7623-TRNQN,0.57,Risky
6340,3323-CPBWR,0.84,High-risky
6341,9330-IJWIO,1.0,High-risky
6342,3384-CTMSF,0.99,High-risky
6343,0902-RFHOF,0.0,Non-risky
6344,9286-DOJGF,0.93,High-risky
6345,6048-QBXKL,0.87,High-risky
6346,9661-MHUMO,0.69,Risky
6347,7718-RXDGG,0.99,High-risky
6348,1025-FALIX,0.83,High-risky
6349,3451-VAWLI,0.0,Non-risky
6350,3407-QGWLG,0.1,Non-risky
6351,1842-EZJMK,0.43,Non-risky
6352,2347-WKKAE,0.68,Risky
6353,8735-DCXNF,0.61,Risky
6354,3214-IYUUQ,0.07,Non-risky
6355,1936-UAFEH,0.17,Non-risky
6356,3587-PMCOY,0.49,Non-risky
6357,8079-XRJRS,0.09,Non-risky
6358,1027-LKKQQ,0.0,Non-risky
6359,7148-XZPHA,0.18,Non-risky
6360,8073-IJDCM,0.93,High-risky
6361,5309-TAIKL,0.73,Risky
6362,6856-RAURS,1.0,High-risky
6363,8778-LMWTJ,1.0,High-risky
6364,9717-IOAAF,0.0,Non-risky
6365,8884-ADFVN,1.0,High-risky
6366,2845-KDHVX,0.02,Non-risky
6367,0848-SOMKO,0.0,Non-risky
6368,2720-WGKHP,0.99,High-risky
6369,6734-FQAJX,0.27,Non-risky
6370,2869-ADAWR,0.92,High-risky
6371,1535-VTJOQ,0.05,Non-risky
6372,6368-TZZDT,0.0,Non-risky
6373,0943-ZQPXH,0.57,Risky
6374,1293-BSEUN,0.0,Non-risky
6375,9894-EZEWG,1.0,High-risky
6376,1302-TPUBN,0.0,Non-risky
6377,7851-FLGGQ,0.83,High-risky
6378,0637-UBJRP,0.84,High-risky
6379,0940-OUQEC,0.99,High-risky
6380,2378-VTKDH,0.94,High-risky
6381,0927-CNGRH,0.8,High-risky
6382,8608-OZTLB,0.05,Non-risky
6383,2335-GSODA,0.0,Non-risky
6384,1952-DVVSW,0.0,Non-risky
6385,0702-PGIBZ,0.99,High-risky
6386,6656-GULJQ,0.0,Non-risky
6387,9853-JFZDU,0.44,Non-risky
6388,1963-VAUKV,0.67,Risky
6389,3777-XROBG,0.0,Non-risky
6390,6994-FGRHH,0.18,Non-risky
6391,4000-VGMQP,0.14,Non-risky
6392,3999-WRNGR,0.49,Non-risky
6393,3466-RITXD,0.89,High-risky
6394,2680-XKKNJ,0.1,Non-risky
6395,3058-HJCUY,0.63,Risky
6396,2974-GGUXS,0.81,High-risky
6397,7994-XIRTR,0.08,Non-risky
6398,3259-FDWOY,0.08,Non-risky
6399,2101-RANCD,0.75,Risky
6400,7921-BEPCI,0.02,Non-risky
6401,0807-ZABDG,0.74,Risky
6402,8510-TMWYB,0.0,Non-risky
6403,3258-ZKPAI,0.0,Non-risky
6404,1428-IEDPR,0.42,Non-risky
6405,5298-GSTLM,0.14,Non-risky
6406,4450-YOOHP,0.39,Non-risky
6407,6728-CZFEI,0.36,Non-risky
6408,5748-RNCJT,0.41,Non-risky
6409,3653-NCRDJ,0.0,Non-risky
6410,6121-TNHBO,0.01,Non-risky
6411,5119-NZPTV,1.0,High-risky
6412,6519-ZHPXP,0.01,Non-risky
6413,7739-LAXOG,0.85,High-risky
6414,3472-QPRCH,0.0,Non-risky
6415,8224-UAXBZ,0.09,Non-risky
6416,9610-WCESF,0.05,Non-risky
6417,9776-CLUJA,0.97,High-risky
6418,2486-WYVVE,0.43,Non-risky
6419,3865-ZYKAD,0.07,Non-risky
6420,1422-DGUBX,0.45,Non-risky
6421,2999-AANRQ,0.07,Non-risky
6422,8668-KNZTI,0.15,Non-risky
6423,0480-KYJVA,0.0,Non-risky
6424,6034-ZRYCV,0.1,Non-risky
6425,9746-YKGXB,0.11,Non-risky
6426,3926-YZVVX,0.21,Non-risky
6427,6000-UKLWI,0.0,Non-risky
6428,2079-FBMZK,0.99,High-risky
6429,6332-FBZRI,0.0,Non-risky
6430,2096-XOTMO,0.02,Non-risky
6431,3266-FTKHB,0.0,Non-risky
6432,8221-EQDGL,0.37,Non-risky
6433,2346-LOCWC,0.0,Non-risky
6434,6608-QQLVK,1.0,High-risky
6435,0298-XACET,0.01,Non-risky
6436,7560-QJAVJ,0.01,Non-risky
6437,2995-YWTCD,0.0,Non-risky
6438,3551-HUAZH,1.0,High-risky
6439,9137-UIYPG,0.5,Risky
6440,2809-ZMYOQ,0.99,High-risky
6441,5084-OOVCJ,0.45,Non-risky
6442,0254-WWRKD,0.02,Non-risky
6443,7727-SHVZV,0.87,High-risky
6444,6302-JGYRJ,0.85,High-risky
6445,5339-PXDVH,0.96,High-risky
6446,2205-LPVGL,0.01,Non-risky
6447,8782-NUUOL,0.02,Non-risky
6448,3685-YLCMQ,0.95,High-risky
6449,7601-WFVZV,0.75,Risky
6450,4609-KNNWG,0.0,Non-risky
6451,4868-AADLV,0.19,Non-risky
6452,9529-OFXHY,0.88,High-risky
6453,8634-MPHTR,0.99,High-risky
6454,2669-QVCRG,0.8,High-risky
6455,2478-EEWWM,0.56,Risky
6456,9174-IHETN,0.31,Non-risky
6457,2233-TXSIU,0.04,Non-risky
6458,9644-UMGQA,0.61,Risky
6459,3256-EZDBI,0.18,Non-risky
6460,8761-NSOBC,0.53,Risky
6461,0419-YAAPX,0.44,Non-risky
6462,8413-VONUO,1.0,High-risky
6463,0872-CASZJ,0.01,Non-risky
6464,4726-DLWQN,0.36,Non-risky
6465,8164-OCKUJ,0.0,Non-risky
6466,3094-JOJAI,0.75,Risky
6467,9494-MRNYX,1.0,High-risky
6468,2599-CZABP,0.36,Non-risky
6469,7945-PRBVF,0.0,Non-risky
6470,4544-RXFMG,0.36,Non-risky
6471,0859-YGKFW,0.0,Non-risky
6472,1150-FTQGN,0.1,Non-risky
6473,9223-UCPVT,1.0,High-risky
6474,7196-LIWRH,0.0,Non-risky
6475,5448-VWNAM,0.54,Risky
6476,1177-XZBJL,0.0,Non-risky
6477,3518-FSTWG,0.01,Non-risky
6478,9330-VOFSZ,0.07,Non-risky
6479,4351-QLCSU,0.99,High-risky
6480,0939-EREMR,0.61,Risky
6481,9389-ACWBI,0.98,High-risky
6482,5419-JPRRN,1.0,High-risky
6483,3644-QXEHN,0.99,High-risky
6484,2911-IJORQ,0.11,Non-risky
6485,5921-NGYRH,0.32,Non-risky
6486,2100-BDNSN,0.86,High-risky
6487,5998-DZLYR,0.0,Non-risky
6488,0488-GSLFR,1.0,High-risky
6489,9318-NKNFC,0.46,Non-risky
6490,3985-HOYPM,0.0,Non-risky
6491,9728-FTTVZ,1.0,High-risky
6492,9548-LERKT,0.0,Non-risky
6493,6576-FBXOJ,0.25,Non-risky
6494,4310-KEDTB,0.33,Non-risky
6495,7254-IQWOZ,1.0,High-risky
6496,2474-BRUCM,0.94,High-risky
6497,4062-HBMOS,0.98,High-risky
6498,0742-NXBGR,1.0,High-risky
6499,2676-ISHSF,0.59,Risky
6500,9236-NDUCW,0.04,Non-risky
6501,4753-PADAS,0.54,Risky
6502,6103-QCKFX,0.09,Non-risky
6503,7781-EWARA,0.01,Non-risky
6504,6110-OHIHY,1.0,High-risky
6505,7018-FPXHH,0.03,Non-risky
6506,5889-LFOLL,1.0,High-risky
6507,5708-EVONK,0.88,High-risky
6508,8708-XPXHZ,0.99,High-risky
6509,0616-ATFGB,0.97,High-risky
6510,0572-ZJKLT,0.08,Non-risky
6511,5135-RDDQL,0.0,Non-risky
6512,1353-LJWEM,0.61,Risky
6513,1794-SWWKL,0.68,Risky
6514,6166-YIPFO,0.01,Non-risky
6515,7016-BPGEU,0.9,High-risky
6516,6876-ADESB,0.99,High-risky
6517,9332-GYWLO,0.6,Risky
6518,1963-SVUCV,1.0,High-risky
6519,4184-VODJZ,0.15,Non-risky
6520,0220-EBGCE,1.0,High-risky
6521,1092-WPIVQ,0.01,Non-risky
6522,7233-IOQNP,0.26,Non-risky
6523,2834-JKOOW,0.14,Non-risky
6524,2754-VDLTR,1.0,High-risky
6525,2400-FEQME,0.0,Non-risky
6526,3190-XFANI,0.76,Risky
6527,7551-DACSP,0.71,Risky
6528,4957-SREEC,0.0,Non-risky
6529,7235-NXZCP,1.0,High-risky
6530,0230-UBYPQ,0.01,Non-risky
6531,4923-ADWXJ,0.5,Risky
6532,1763-KUAAW,0.03,Non-risky
6533,1104-TNLZA,0.2,Non-risky
6534,5195-KPUNQ,0.04,Non-risky
6535,0520-FDVVT,0.67,Risky
6536,3439-GVUSX,0.55,Risky
6537,1444-VVSGW,0.61,Risky
6538,5712-PTIWW,0.97,High-risky
6539,5949-HGVJL,0.62,Risky
6540,5203-XEHAX,0.08,Non-risky
6541,1635-HDGFT,0.01,Non-risky
6542,3315-TOTBP,0.99,High-risky
6543,8050-XGRVL,0.01,Non-risky
6544,6661-HBGWL,0.97,High-risky
6545,1518-VOWAV,0.99,High-risky
6546,9828-QHFBK,0.71,Risky
6547,3908-MKIMJ,0.08,Non-risky
6548,5012-YSPJJ,0.36,Non-risky
6549,5909-ECHUI,1.0,High-risky
6550,1309-BXVOQ,0.97,High-risky
6551,6728-VOIFY,0.49,Non-risky
6552,9317-WZPGV,1.0,High-risky
6553,4891-NLUBA,0.0,Non-risky
6554,2856-HYAPG,1.0,High-risky
6555,8969-PRHFK,0.0,Non-risky
6556,0661-KQHNK,0.07,Non-risky
6557,8709-KRDVL,0.97,High-risky
6558,4488-PSYCG,0.23,Non-risky
6559,1427-VERSM,0.43,Non-risky
6560,9801-NOSHQ,0.0,Non-risky
6561,6339-YPSAH,0.99,High-risky
6562,3621-CEOVK,0.97,High-risky
6563,6906-ANDWJ,1.0,High-risky
6564,2159-TURXX,0.04,Non-risky
6565,1548-FEHVL,0.56,Risky
6566,3795-CAWEX,0.0,Non-risky
6567,6215-NQCPY,0.99,High-risky
6568,5647-URDKA,0.0,Non-risky
6569,2229-DPMBI,0.0,Non-risky
6570,9626-WEQRM,0.76,Risky
6571,2188-SXWVT,0.02,Non-risky
6572,6258-PVZWJ,0.01,Non-risky
6573,1094-BKOSX,0.05,Non-risky
6574,6969-MVBAI,1.0,High-risky
6575,2978-XXSOG,0.37,Non-risky
6576,2342-CKIAO,0.06,Non-risky
6577,6953-PBDIN,0.0,Non-risky
6578,3898-BSJYF,0.18,Non-risky
6579,3938-YFPXD,0.0,Non-risky
6580,7696-AMHOD,0.06,Non-risky
6581,2453-SAFNS,0.16,Non-risky
6582,9558-IHEZX,0.1,Non-risky
6583,9617-UDPEU,0.0,Non-risky
6584,6340-DACFT,0.0,Non-risky
6585,4955-VCWBI,0.0,Non-risky
6586,6813-GZQCG,0.02,Non-risky
6587,7426-GSWPO,0.57,Risky
6588,3389-KTRXV,0.0,Non-risky
6589,3118-UHVVQ,0.0,Non-risky
6590,1031-IIDEO,1.0,High-risky
6591,5832-XKAES,1.0,High-risky
6592,3205-MXZRA,0.06,Non-risky
6593,4701-AHWMW,0.28,Non-risky
6594,8317-BVKSO,0.01,Non-risky
6595,5702-KVQRD,0.0,Non-risky
6596,0083-PIVIK,0.02,Non-risky
6597,9210-IAHGH,0.93,High-risky
6598,6169-PGNCD,0.01,Non-risky
6599,0023-XUOPT,1.0,High-risky
6600,4592-IWTJI,0.95,High-risky
6601,4909-JOUPP,0.24,Non-risky
6602,4657-FWVFY,0.82,High-risky
6603,2257-BOVXD,0.82,High-risky
6604,7729-JTEEC,0.87,High-risky
6605,7632-MNYOY,0.92,High-risky
6606,6518-LGAOV,1.0,High-risky
6607,7242-QZLXF,0.94,High-risky
6608,4576-CSAJH,0.21,Non-risky
6609,1000-AJSLD,1.0,High-risky
6610,9696-RMYBA,1.0,High-risky
6611,8690-UPCZI,0.03,Non-risky
6612,1062-LHZOD,1.0,High-risky
6613,9770-LXDBK,0.02,Non-risky
6614,4086-WITJG,0.0,Non-risky
6615,8344-WFMFH,0.59,Risky
6616,9600-NAXZN,1.0,High-risky
6617,8822-KNBHV,0.09,Non-risky
6618,8404-FYDIB,0.85,High-risky
6619,2791-SFVEW,0.86,High-risky
6620,6457-USBER,1.0,High-risky
6621,6762-NSODU,0.0,Non-risky
6622,4662-EKDPQ,0.99,High-risky
6623,9248-OJYKK,1.0,High-risky
6624,9888-ZCUMM,0.0,Non-risky
6625,3398-FSHON,0.99,High-risky
6626,3319-DWOEP,1.0,High-risky
6627,1074-WVEVG,0.01,Non-risky
6628,9979-RGMZT,0.63,Risky
6629,6437-UDQJM,0.01,Non-risky
6630,1226-IENZN,0.96,High-risky
6631,2108-GLPQB,0.33,Non-risky
6632,9259-PACGQ,0.3,Non-risky
6633,4415-IJZTP,1.0,High-risky
6634,1465-VINDH,0.99,High-risky
6635,5474-LAMUQ,0.0,Non-risky
6636,3468-DRVQJ,0.17,Non-risky
6637,1122-YJBCS,0.05,Non-risky
6638,4990-ALDGW,0.0,Non-risky
6639,4816-OKWNX,0.32,Non-risky
6640,3315-IKYZQ,0.02,Non-risky
6641,2810-FTLEM,0.83,High-risky
6642,4747-LCAQL,0.14,Non-risky
6643,3411-WLRSQ,1.0,High-risky
6644,0898-XCGTF,0.4,Non-risky
6645,8006-PYCSW,0.05,Non-risky
6646,8249-THVEC,0.0,Non-risky
6647,8722-PRFDV,0.0,Non-risky
6648,2164-SOQXL,0.0,Non-risky
6649,4020-KIUDI,0.09,Non-risky
6650,5850-BDWCY,0.01,Non-risky
6651,2038-YSEZE,0.16,Non-risky
6652,0827-ITJPH,0.0,Non-risky
6653,8799-OXZMD,0.37,Non-risky
6654,1925-TIBLE,1.0,High-risky
6655,1705-GUHPV,0.0,Non-risky
6656,4779-ZGICK,0.0,Non-risky
6657,0048-PIHNL,0.0,Non-risky
6658,0818-OCPZO,0.93,High-risky
6659,3967-KXAPS,0.01,Non-risky
6660,1447-GIQMR,1.0,High-risky
6661,3704-IEAXF,0.0,Non-risky
6662,6810-VCAEX,0.0,Non-risky
6663,0674-EYYZV,1.0,High-risky
6664,4480-MBMLB,0.72,Risky
6665,1395-OFUWC,0.15,Non-risky
6666,0822-QGCXA,0.66,Risky
6667,0872-NXJYS,1.0,High-risky
6668,2832-KJCRD,0.97,High-risky
6669,3588-WSTTJ,0.92,High-risky
6670,4075-WKNIU,0.12,Non-risky
6671,5090-EMGTC,0.1,Non-risky
6672,2346-CZYIL,0.0,Non-risky
6673,3798-EPWRR,0.77,Risky
6674,6258-NGCNG,0.06,Non-risky
6675,4186-ZBUEW,0.5,Risky
6676,5274-XHAKY,0.58,Risky
6677,1442-BQPVU,0.72,Risky
6678,3978-YNKDD,0.0,Non-risky
6679,4940-KHCWD,0.01,Non-risky
6680,9412-ARGBX,0.19,Non-risky
6681,1389-CXMLU,1.0,High-risky
6682,9589-ABEPT,0.07,Non-risky
6683,9388-ZEYVT,0.0,Non-risky
6684,0305-SQECB,0.17,Non-risky
6685,7605-SNLQG,0.07,Non-risky
6686,4670-TABXH,0.3,Non-risky
6687,5561-NWEVX,1.0,High-risky
6688,0064-SUDOG,0.02,Non-risky
6689,8561-NMTBD,0.03,Non-risky
6690,5161-XEUVX,0.05,Non-risky
6691,8292-FRFZQ,0.04,Non-risky
6692,8591-NXRCV,0.23,Non-risky
6693,7895-VONWT,0.39,Non-risky
6694,4526-RMTLL,0.04,Non-risky
6695,6253-GNHWH,0.0,Non-risky
6696,4566-NECEV,0.98,High-risky
6697,8080-POTJR,0.06,Non-risky
6698,6906-MPARY,0.35,Non-risky
6699,3662-FXJFO,0.0,Non-risky
6700,8107-RZLNV,0.02,Non-risky
6701,0516-OOHAR,0.53,Risky
6702,2027-CWDNU,0.84,High-risky
6703,2737-WFVYW,1.0,High-risky
6704,9912-OMZDS,0.25,Non-risky
6705,3733-ZEECP,0.41,Non-risky
6706,7878-RTCZG,0.61,Risky
6707,2452-MRMZF,0.0,Non-risky
6708,2272-QAGFO,1.0,High-risky
6709,7103-IPXPJ,0.34,Non-risky
6710,4342-HFXWS,0.04,Non-risky
6711,3545-CNWRG,0.88,High-risky
6712,1785-BPHTP,0.88,High-risky
6713,4989-LIXVT,0.18,Non-risky
6714,7315-WYOAW,0.97,High-risky
6715,1173-XZPYF,1.0,High-risky
6716,9850-OWRHQ,1.0,High-risky
6717,3768-NLUBH,0.98,High-risky
6718,8676-TRMJS,1.0,High-risky
6719,2509-TFPJU,0.0,Non-risky
6720,9530-GRMJG,0.0,Non-risky
6721,6898-RBTLU,0.01,Non-risky
6722,5481-NTDOH,0.07,Non-risky
6723,2068-WWXQZ,0.0,Non-risky
6724,7359-SSBJK,0.02,Non-risky
6725,2061-VVFST,0.06,Non-risky
6726,0685-MLYYM,1.0,High-risky
6727,0749-IRGQE,0.95,High-risky
6728,2380-DAMQP,0.01,Non-risky
6729,2256-YLYLP,0.0,Non-risky
6730,1272-ILHFG,0.0,Non-risky
6731,0164-XAIRP,0.0,Non-risky
6732,5666-CYCYZ,0.86,High-risky
6733,4011-ARPHK,0.4,Non-risky
6734,8182-PNAGI,0.68,Risky
6735,6365-HITVU,0.0,Non-risky
6736,7558-IMLMT,0.0,Non-risky
6737,9488-FYQAU,0.07,Non-risky
6738,3590-TCXTB,0.38,Non-risky
6739,6994-KERXL,0.97,High-risky
6740,7957-RYHQD,0.93,High-risky
6741,2180-DXNEG,1.0,High-risky
6742,1960-UOTYM,0.01,Non-risky
6743,2740-JFBOK,0.24,Non-risky
6744,6500-JVEGC,0.2,Non-risky
6745,5515-AKOAJ,0.95,High-risky
6746,8976-OQHGT,0.92,High-risky
6747,5245-VDBUR,0.09,Non-risky
6748,6230-BSUXY,1.0,High-risky
6749,8469-SNFFH,0.03,Non-risky
6750,2144-ESWKO,0.05,Non-risky
6751,1241-FPMOF,0.0,Non-risky
6752,9928-BZVLZ,0.05,Non-risky
6753,4114-QMKVN,0.03,Non-risky
6754,2775-SEFEE,0.06,Non-risky
6755,9003-CPATH,0.67,Risky
6756,1754-GKYPY,0.71,Risky
6757,5294-CDGWY,0.09,Non-risky
6758,7956-XQWGU,0.0,Non-risky
6759,1591-MQJTP,0.2,Non-risky
6760,5295-PCJOO,0.97,High-risky
6761,2369-FEVNO,0.94,High-risky
6762,9863-JZAIC,0.44,Non-risky
6763,7471-MQPOS,0.01,Non-risky
6764,7660-HDPJV,1.0,High-risky
6765,5115-SQAAU,0.0,Non-risky
6766,9845-QOMAD,0.0,Non-risky
6767,7672-VFMXZ,0.13,Non-risky
6768,9739-JLPQJ,0.0,Non-risky
6769,9916-AYHTC,0.0,Non-risky
6770,3855-ONCAR,0.95,High-risky
6771,1488-SYSFC,0.02,Non-risky
6772,7931-PXHFC,0.66,Risky
6773,3990-QYKBE,0.95,High-risky
6774,0970-QXPXW,0.59,Risky
6775,3259-KNMRR,0.06,Non-risky
6776,6120-RJKLU,0.01,Non-risky
6777,9572-WUKSB,0.63,Risky
6778,5893-KCLGT,0.0,Non-risky
6779,0076-LVEPS,0.32,Non-risky
6780,3640-JQGJG,0.5,Risky
6781,4919-MOAVT,1.0,High-risky
6782,1596-OQSPS,0.12,Non-risky
6783,9867-XOBQA,0.04,Non-risky
6784,9546-KDTRB,0.42,Non-risky
6785,3090-HAWSU,0.35,Non-risky
6786,9820-RMCQV,0.95,High-risky
6787,3174-RKMOW,0.48,Non-risky
6788,1760-CAZHT,0.0,Non-risky
6789,7839-QRKXN,1.0,High-risky
6790,8441-SHIPE,0.0,Non-risky
6791,5204-QZXPU,1.0,High-risky
6792,4597-ELFTS,0.0,Non-risky
6793,1320-GVNHT,0.0,Non-risky
6794,1047-RNXZV,0.0,Non-risky
